Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Marcos Norat,Gracie Humaita,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,2,Marcos Oliveira,Carlson Gracie,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Takeo Tani,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Joao Marcio Pontes,FJJAM,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,1,Carlos Lemos,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,2,Andre Soares,B Top Team,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Leonardo Xavier,Gracie Humaita,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Wellington Dias,Gracie Humaita,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,1,Fredson Paixao,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,2,Anderson Bezerra,Equipe 3,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Ricardo De La Riva,UGF,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Alexandre Carneiro,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,1,Marcio Feitosa,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,2,Marcelo Pupo,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Renato Migliaccio,Gracie SP,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Albert Crane,Gracie Barra BH,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,1,Delson Heleno,Gracie Barra,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,2,Bruno Fernandes,Gracie Recreio,2002,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Breno Angelo,Crezio de Souza,2002,World Jiu-Jitsu IBJJF Championship
