Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Light Feather,1,Caio Terra,Gracie Fighter,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,Brandon Mullins,Gracie Barra,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Luis Pantoja,Yamasaki Academy,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Joseph Capizzi,Renzo Gracie,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,Henrique Rezende Costa e,Marcelo Garcia,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,Renan Borges,Brazilian Top Team,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Denilson de Carvalho Pimenta,GF Team,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Samir Jose Chantre Dahas,Gracie Fighter,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,Jonathan Torres,Lloyd Irvin,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,Rodrigo Simoes de Freitas,Gracie Barra,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Klint Radwani,Yamasaki Academy,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Caio Almeida,Ryan Gracie,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,Lucas Alves Lepri,Alliance,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,Thiago Aragao de Abreu,Check Mat Bjj,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Nic Ruben Nikolaisen,Frontline,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Cleber de Souza Lopes,Leao Dourado,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,Diego Gamonal Nogueira,Brazilian Top Team,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,Bruno Augusto Togni Antunes,Gracie FlorianÑpolis,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Daniel Simmler,Renzo Gracie,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Carlos Eduardo Pedreira,Jucao,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,Marcus Vinicius Oliveira,Check Mat Bjj,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,Bruno Cruz,Nova Uniao,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Marco Macera,Gracie Barra,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Victor Costa,Check Mat Bjj,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,Marcelo Pereira,Nova Uniao,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,1,Pablo Popovich,The Avengers,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,2,Marcus Vinicius,Check Mat Bjj,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Bruno Bastos,Nova Uniao,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Caio Terra,Gracie Fighter,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,1,Sofia Amarante,The Avengers,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,2,Donna Picerno,Renzo Gracie,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Middle,1,Emily Kwok,Marcelo Garcia,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,1,Emily Kwok,Marcelo Garcia,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,2,Sofia Amarante,The Avengers,2010,Pan Jiu-Jitsu No-Gi IBJJF Championship
