Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Pablo Teixeira,Brazilian Fight,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,1,Caio Terra,Cesar Gracie,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,Rafael Freitas,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Brandon Mullins,Westside JJ,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Simpson Go,Submit One,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,Bruno Frazatto,Check Mat Bjj,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,denilson Pimenta,UGF,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Shane Rice,Rickson,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Theodoro Canal,UGF,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,Rubens Charles,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,Jeff Glover,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Claudio Cardoso,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Philipe Della Monica,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,Daniel Moraes,Relson Gracie,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,Lucas Lepri,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Carlos Diego Ferreira,Clube Pina,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Pedro Bessa,Nine Nine,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Saulo Ribeiro,Gracie Humaita,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Gregor Gracie,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Igor Gracie,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Marcello Salazar,Brazilian Top Team,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,Roberto Alencar,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,Bruno Bastos,Nova Uniao,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Marcus Neuenschwander,Gracie Barra America,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Fabio Leopoldo,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,Antonio Braga Neto,Ralph Gracie,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,Roberto Abreu Filho,BJJ Revolution Team,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Adriano Comolese,Rigan Mchado,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Cristiano Lazzarini,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Gabriel Vella,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,Rodrigo Cavaca,Check Mat Bjj,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Bruno Paulista,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,1,AntonioBraga Neto,Ralph Gracie,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,2,Gabriel Vella,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Roberto Abreu,BJJ Revolution Team,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Roberto Alencar,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Light Feather,1,Leticia Ribeiro,Gracie Humaita,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Light Feather,2,Mirian Cardoso,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,1,Bianca Barreto,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,2,Felicia Oh,Big John McCarthy,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Light,1,Michelle Nicolini,Brasa,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Light,2,Gabriela Bermudes,Gracie Humaita,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Medium Heavy,1,Ana Laura Cordeiro,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Medium Heavy,2,Penny Thomas,Gracie Humaita,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Heavy,1,Gabrielle Lemos Garcia,Xtreme Johnny,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Heavy,2,Katrina Weilbacher,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,1,Ana Laura Cordeiro,Gracie Barra,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,2,Katrina Weilbacher,Alliance,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,3,Gabrielle Lemos Garcia,Xtreme Johnny,2008,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,3,Ana Carolina Vidal,Gracie Humaita,2008,World Jiu-Jitsu No-Gi IBJJF Championship
