Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Oziel Santos de Carvalho,Gracie Barra,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,2,Nilson Lima Carvalho Filho,De La Riva JJ,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,3,George Barbosa Silva,Progress Brazilian Jiu Jitsu,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,3,Jailson Alves Santos,Alliance,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,1,Lucas dos Santos Pinheiro,Atos Jiu-Jitsu,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,2,Felipe Dexheimer Machado,Pirâmide Grappling Association,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,3,Leonardo Martins de Souza,G13 BJJ,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,3,Welerson Gonçalves da Silva,Nova União,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,1,Meyram Maquiné Alves,Dream Art,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,2,Artur da Silva Lanes,GF Team,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,3,Daniël de Groot,CheckMat,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,3,Felipe Nacib Minasian Santos,Alliance,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,1,Natan Chueng Freitas,PSLPB Cicero Costha,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,2,Yan Garcia Silveira,Rilion Gracie,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,3,Lucas Axel Galbusera,Nova União,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,3,Luis Felipe da Silva Ribas,Atos Jiu-Jitsu,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,1,Ygor dos Santos Rodrigues,CT MR,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,2,Marco Aurellio de Queiroz,Pirâmide Grappling Association,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,3,Guilherme Guimaraes Borges Olimpio da Rocha,ZR Team Association,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,3,Pierpaolo Antonio Chiappe,Cohab Chile,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Medium-Heavy,1,Jansen Gomes Ramos,CheckMat,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Medium-Heavy,2,Romualdo Lucas de Andrade,Gracie Barra,2022,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
