Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Cleber de Sousa Fernandes,Atos Jiu-Jitsu,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,2,Hiago Gama Sousa,Alliance,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Koji Shibamoto,Tri-Force Jiu-Jitsu Academy,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Rooster,3,Nobuhiro Sawada,Tri-Force Jiu-Jitsu Academy,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,1,Hiago George Santos Silva,PSLPB Cicero Costha,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,2,João Ricardo Bordignon Miyao,Cicero Costha Internacional,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Alexssandro Pinto Sodré,Nova União,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light-Feather,3,Paulo H. Bordignon Miyao,Cicero Costha Internacional,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,1,Matheus Gabriel Pinheiro Barros,CheckMat,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,2,Shane Jamil Hill-Taylor,Team Lloyd Irvin,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,Isaac Doederlein,Alliance,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Feather,3,Rafael Mansur,Atos Jiu-Jitsu,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,1,Levi Jones-Leary,Unity Jiu-jitsu,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,2,Renato Forasieppi Alves Canuto,CheckMat,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Gabriel Rollo da Silva Pontes,CheckMat,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Light,3,Osvaldo Augusto Honorio Moizinho,Ares BJJ,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,1,Isaque Bahiense Braz,Alliance,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,2,Otavio Ferreira de Sousa,Gracie Barra,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,3,Jaime Soares Canuto,GF Team,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Middle,3,Michael Remigio Liera Jr.,Atos JJ International,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,1,Gustavo Espindola Batista,Atos Jiu-Jitsu,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,2,Lucas Daniel Silva Barbosa,Atos Jiu-Jitsu,2019,Pan IBJJF Jiu-Jitsu Championship 
Adult,Male,Black,Medium-Heavy,3,Matheus Oliveira Diniz,Alliance,2019,Pan IBJJF Jiu-Jitsu Championship 
