Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Jason Yang,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,1,Samuel Braga,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,Rafael Freitas,Gracie Barra,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Joseph Capizzi,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,Renan Borges,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,Aaron Milam,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,David Jacobs,Yamasaki Academy,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Yero Washington,Team Roc,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,Rubens Charles,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,Daniel Aguiar,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Karel Pravec,Renzo Gracie/Silver Fox,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Oscar Junior,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,Marcelo Azevedo,Gracie Barra Texas,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,Lucas Cepri,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Raphael Chaves,The Armory,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Claudio Cardoso,Gracie Barra Texas,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Pablo Popovitch,Team Popovitch,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Tarsis Humphrreys,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Marcello Salazar Bergo,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Michael Jaramillo,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,Braulio Estima,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,Roberto Alencar,Gracie Barra,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Leonardo Dalla,Leo Dalla,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,Mikhail Cirkunov,Tap Star,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,Andre Gusmao,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Upiano Malachias,Gracie Barra America,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Rick Macauley,Balance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Bruno Paulista,Gracie Barra America,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,Rolles Gracie,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Robert Constance,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Juliano Coutinho,Renzo NYC,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,1,Braulio Estima,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,2,Rolles Gracie,Renzo Gracie,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Lucas Lepri,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Tarsys Humphreys,Alliance,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,1,Fabiana Borges,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,2,Thayse Nascimento,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,1,Thayse Nascimento,Brazilian Top Team,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,2,Fabiana Borges,Top Brothers,2008,Pan Jiu-Jitsu No-Gi IBJJF Championship
