Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Brandon Mullins,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Rooster,2,Joseph Capizzi,Renzo Gracie,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,1,Caio Terra,Gracie Fighter,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,Samir Jose Chantre Dahas,Gracie Fighter,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Leandro Lopes Escobar,Soul Fighters,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Rafael de Freitas,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,Justin S. Rader,Ribeiro JJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,Carols Holanda,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Baret Yoshida,Undisputed,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Rodrigo Ranieri de Faria,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,Lucas Alves Lepri,Alliance,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,Augusto Lopes Mendes,Soul Fighters,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Jonathan Torres,Lloyd Irvin,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Philipe Della Monica,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,Gilbert Alexander Pontes,Atos,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,Tiago Gomes Dias Alves,Barbosa JJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Victor de Oliveira Estima,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Lucas Joas Gomes Leite,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Pablo Popovitch,The Avengers,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Daniel Moraes,Relson Gracie,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Kleber de Oliveira Paulino,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Murilo Santana,Barbosa JJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,Rafael Lovoto Jr,Ribeiro JJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,Roberto Camargo de,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Flavio Alves de Almeida,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Rafael Bettega Costa,Alliance,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,Joao Assis,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,Marcus Vinicius Oliveira,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Gustavo dos Santos Pires,Gracie Barra,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Bruno Bastos Cruz,Nova Uniao,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Roberto de Abreu Filho,The Avengers,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,David Hertzog,Hertzog BJJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Joao Ernani Pinho,Aloisio Silva,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Leandro Panzoldo Santos,Ribeiro JJ,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,1,Roberto Abreu,The Avengers,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,2,Marcus Almeida,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Pablo Popevitc,The Avengers,2010,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Lucas Leite,Check Mat Bjj,2010,World Jiu-Jitsu No-Gi IBJJF Championship
