Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Ivaniel Cavalcante de Oliveira,CheckMat,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Rooster,2,João Pedro Oliveira Rodrigues,CheckMat,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Rooster,3,Igor Rodrigues dos Santos,CheckMat Brasil,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Rooster,3,Leandro Lopes Escobar,Soul Fighters BJJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light-Feather,1,João Ricardo Bordignon Miyao,PSLPB Cicero Costha,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light-Feather,2,José Tiago da Silva Barros,PSLPB Cicero Costha B,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light-Feather,3,Giusley Francisco da Silva Santos,Zenith BJJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light-Feather,3,Thomas Lincoln Correa Lisboa,Alliance,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Feather,1,Paulo H. Bordignon Miyao,PSLPB Cicero Costha,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Feather,2,Leonardo Fernandes Saggioro,Brazilian Top Team,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Feather,3,David Juliano Lemes,Calasans BJJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Feather,3,Erick Vinicius Raposo,Soul Fighters BJJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light,1,Lucas Alves Lepri,Alliance,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light,2,Juan Caio Kamezawa da Silva,Alliance,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light,3,Pedro Fernandes Farias,CheckMat International,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Light,3,Sandro Gabriel Vieira,CheckMat Brasil,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Middle,1,Claudio de Mattos Cardoso,Gracie Barra,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Middle,2,Diego Borges Silva,Zenith BJJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Middle,3,Augusto Cesar Carsalade Vieira,Gracie Barra,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Middle,3,Charles Negromonte Santos,Gracie Barra JJ,2014,Campeonato Brasileiro de Jiu-Jitsu 
Adult,Male,Black,Medium-Heavy,1,Felipe Carsalade Araujo Pena,Gracie Barra,2014,Campeonato Brasileiro de Jiu-Jitsu 
