Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adulto,Preta,Masculino,Galo,1,BRUNO MALFACINE,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Galo,2,IVANIEL OLIVEIRA,Carioca Brazilian JJ,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Galo,3,BRUNO CESAR GOMES,Nova União,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Galo,3,FELIPE COSTA,Brasa,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pluma,1,PABLO DA SILVA SANTOS,Gracie Barra,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pluma,2,PHILIPE FREITAS,Equipe PH,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pluma,3,BERNARDO PITEL,Nova União,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pluma,3,FABBIO PASSOS ALENCAR,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pena,1,BRUNO FRAZATTO,Atos,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pena,2,THEODORO CANAL,GF TEAM,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pena,3,DENILSON PIMENTA,GF TEAM,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pena,3,LEON BRAZ AMANCIO,Check Mat Bjj,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Leve,1,MICHAEL LANGHI,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Leve,2,VINICIUS MARINHO,GF TEAM,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Leve,3,VAGNER AZEVEDO,CHECK MAT SP,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Leve,3,RAFAEL BARBOSA,Soul Fighters,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Medio,1,ALAN DO NASCIMENTO,Check Mat Bjj,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Medio,2,TIAGO ALVES,Barbosa JJ,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Medio,3,MARCELO SANTOS AZEVEDO,Gracie Barra BH,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Medio,3,ROGEL ALEXANDER MONSALVE,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Meio Pesado,1,RAPHAEL ABI-RIHAN,Carlson Gracie Team,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Meio Pesado,2,TARSIS HUMPHREUS,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Meio Pesado,3,RODRIGO FAJARDO,GRACIE BARRA,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Meio Pesado,3,EDUARDO SANTORO,Cia Paulista,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pesado,1,JEFFERSON MOURA,Gracie Barra,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pesado,2,ALEXANDRE CECONI,Rillion Gracie,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pesado,3,AUGUSTO FERRARI,Barbosa JJ,2009,Campeonato Brasileiro de Jiu-Jitsu
Adulto,Preta,Masculino,Pesado,3,FELIPE PACCES,Alliance,2009,Campeonato Brasileiro de Jiu-Jitsu
