Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Light Feather,1,Rufino Gomes Araujo Neto,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light Feather,2,Leandro Escobar,Soul Fighters,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light Feather,3,Diogenes Pedro Borsato Santos,De La Riva,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,1,Leonardo Souza Silva,Evolve Gordo Jiu-Jitsu,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,2,Andre Luis Siqueira Pinheiro,Godoi JJ Club,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,3,Jose Luis Santos Varella,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,1,Davi Ramos Pinheiro da Silva,Top Brothers,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,2,Marcio Rodrigues de Abreu,GF Team Sergipe,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,3,Helder Medeiros da Silva,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,3,Theodoro Gabriel Canal,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,1,Tiago Gomes Dias Alves,Barbosa JJ,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,2,Jonatas Novaes do,Brasa,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,3,Vitor Henrique de Oliveira,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,3,Bruno de Aguiar Ramos,Nine Nine,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,1,Kleber Oliveira Paulino,Gracie Barra,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,2,Murilo Silva Ferreira Santana,Barbosa JJ,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,3,Victor Del Corso Bomfim,Evolve Gordo Jiu-Jitsu,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,3,Romulo de Souza Azevedo,Welton Ribeiro,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,1,Rafael Bettega Costa,Alliance,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,2,Marcos Maciel de Oliveira,Brazilian Top Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,3,Jean Vandesteen Braganca,Gracie Barra,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,3,Raphael da Costa Goulart,Brazilian Top Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Super Heavy,1,Antonio Carlos Peinado,Alliance,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Super Heavy,2,Victor Costa,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Super Heavy,3,Diego Ballouta Cardoso Braz,Gracie Barra,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Super Heavy,3,Mauro Jorge Paolino,Soul Fighters,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,1,Luiz Felipe Oliveira Theodoro,Godoi JJ Club,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,2,Igor Silva,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,3,Gabriel Ingenito de Oliveira,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,3,Diego Turquino de Oliveira,Gracie Barra Detonando,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,1,Victor Costa,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,2,Nilson Braga,Nova Uniao,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,3,Igor Silva,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,3,Theodoro Gabriel Canal,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light Feather,1,Bruna Andre do Nascimento,Top Brothers,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light Feather,2,Elizangela Meireles,Gaviao,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light,1,Marina Soares Ribeiro Medeiros,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light,2,Ana Michelle Tavares Dantas,Gracie Humaita,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light,3,Delcia Celia Machado,Asle/Behring,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Middle,1,Rosalind Ferreira,Gaviao,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Middle,2,Polyana Lago Barbosa,Alliance,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Medium Heavy,1,Luiza Monteiro Moura da,Check Mat Bjj,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Medium Heavy,2,Fernanda Mazzeli Almeida Mai,Striker JJ / Goes,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Medium Heavy,3,Daniela Lirio Olimpio de,Marcelo Ferreira,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Heavy,1,Karla Hipolito de Albuquerque,GF Team,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Heavy,2,Marcela Fernandes Caiafa,Gaviao,2010,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Open Class,1,Ana Michelle Tavares Dantas,Gracie Humaita,2010,Brazilian National Jiu-Jitsu No-Gi Championship
