Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Female,Feather,1,Bianca Andrade Barreto,Gracie Barra/Osvaldo,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Female,Light,1,Hannette Quadros,UGF,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Female,Light,2,Mariana Coelho,Gracie Barra/Osvaldo,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Female,Open Class,1,Mariana Coelho,Gracie Barra/Osvaldo,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Female,Open Class,2,Bianca Andrade Barreto,Gracie Barra/Osvaldo,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,1,Daniel Otero,Fabrício,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,2,Felipe Costa e Silva,Brazza,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,3,Marcos Norat,Gracie Humaita,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,3,Rodrigo Aleixo,Gracie Humaita,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,1,Carlos Holanda,Gracie Barra,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,2,Robson Medeiros,Gracie Barra Pitbull,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,3,Marco Antonio,Nova Geracao UGF,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,3,Marcelo dos Santos,Infight,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,1,Fredson Paixão,Gracie Barra,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,2,Fredson Alves,Gracie Humaita,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,3,Gabriel Willcox,UGF,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,3,Cicero Barbosa,Barbosa JJ,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,1,Rodrigo Magalhães,Gracie Barra,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,2,Alexandre Pimentel,Nova Geracao UGF,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,3,Ricardo Luiz Silva,Caveirinha Team,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,3,Carlos Eduardo Vieira,Cia Paulista,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,1,Marcelo Garcia,Alliance,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,2,Flavio Serafim,Brazilian Top Team,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,3,Felipe Simão,Gracie Barra,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,3,Bruno Fernandes,Gracie Barra,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,1,Ronaldo Souza,Brazza,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,2,Marcel Louzada,Brazza,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,3,Givanildo Santana,Lotus Club,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,3,Rodrigo Pinheiro,Gracie Humaita,2004,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Heavy,1,Alexandre Ribeiro,Gracie Humaita,2004,Campeonato Brasileiro de Jiu-Jitsu
