Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,pablo teixeira,Brazilian Fight,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,1,caio terra,Cesar Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,carlos vieira,Check Mat Bjj,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,rafael freitas,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,brandon mullins,Westside MMA,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,baret yoshida,Undisputed,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,samir chantre,Cesar Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,daniel roupinol,Arena,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,denny prokopos,10th Planet,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,lucas lepri,Alliance,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,jonathan torres,Lloyd Irvin,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,philipe della monica,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,raphael chaves,the armory,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,lucas leite,Check Mat Bjj,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,carlos diego ferreira,amazonas bjj,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,daniel moraes,Relson Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,murilo santana,Barbosa JJ,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,1,romulo barral,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,2,otavio sousa,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,marcelo azevedo,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,james brasco,Team Popovitch,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,roberto alencar,Gracie Barra,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,marcel louzado,Check Mat Bjj,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,bruno bastos,Nova Uniao,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,joao assis,Check Mat Bjj,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,antonio braga neto,Gordo JJ,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,rafael lovato,Gracie Humaita,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,antonio peinado,Alliance,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,marcel fortuna,Ralph Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,josh barnett,csw,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,bruno paulista,Ralph Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,tom deblass,Renzo Gracie,2009,World Jiu-Jitsu No-Gi IBJJF Championship
