Age,Gender,Belt,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Male,Black,Rooster,1,Shay Ananda Montague,ECJJA,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,2,Weslei Costa,Amazon School - Escola de Jiu Jitsu,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,3,Aniel  Bonifacio Candido,GFTeam - Jiu Art,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Rooster,3,Oziel Santos de Carvalho,Fratres Brazilian Jiu-Jitsu,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,1,Felipe Dexheimer Machado,Pirâmide Grappling Association,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,2,Welerson Gonçalves da Silva,Nova União,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,3,Aridriano Carvalho de Oliveira,Nova União,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light-Feather,3,Valor  Boyer,Movement Art,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,1,Ismael Dos Santos Lima,GFTeam - Jiu Art,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,2,Jonas Lisboa Pereira,Atos Jiu-Jitsu,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,3,Rodrigo Da Silva Sousa,GFTeam - Jiu Art,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Feather,3,Ronald Dias Alves,Nova União,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,1,Ruan Tiago Alvarenga,Alliance,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,2,Luiz Henrique Costa Dias de Oliveira Pimentel,São Paulo Grappling,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,3,Artur da Silva Lanes,GFTeam - Jiu Art,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Light,3,Leonardo Domingos Costa Benedito,Demian Maia Jiu-Jitsu,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,1,Ygor dos Santos Rodrigues,CT MR,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
Adult,Male,Black,Middle,2,Fabio Murat Caloi,Alliance,2023,Campeonato Brasileiro de Jiu-Jitsu Sem Kimono 
