Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Koji Shibamoto,Tri-Force,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,2,Masaaki Todokoro,Paraestra,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Gabriel Rosberg,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Jordy Jean Peute,Gracie Barra,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,1,Carlos Vieira Holanda,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,2,Leandro Martins da Silva,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Yuchiro Mizuarai,X-Treme Jiu-Jitsu,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Francielio da Costa,Alliance,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,1,Bruno Frazatto,Atos JJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,2,David Lemes,Atos JJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Maxmiliano Campos,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Denilson Pimenta,GF Team,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,1,Roberto Souza,BULL-TERRIER BON-SAI,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,2,Jonathan Torres,Lloyd Irvin M.A Academy,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Michael Langhi,Alliance,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Eduardo Ramos,Atos JJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,1,Victor Estima,Gracie Barra,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,2,Alan Nascimento,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Clark Gracie,Carley Gracie Academy,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Gabriel Goulart,Alliance,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Rodrigo Fajardo,Gracie Barra,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Nivaldo Lima,Checkmat BJJ,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Igor Araujo,Academia Caveirinha,2012,European Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Marcos Yoshio,BULL-TERRIER BON-SAI,2012,European Jiu-Jitsu IBJJF Championship
