Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Bruno Malfacine,Ugf,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,2,Alex Taveira De Lira,Carioca Brazilian Jj,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,1,Robson Moura,Gustavo Dantas,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,2,Dai Yoshioka,Barbosa Japan Tokio,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Renato Teixeira,Godoi Jj Club,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Tomoya Yanagisawa,Barbosa Japan Tokio,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,1,Rubens Charles,Alliance,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,2,Mario Reis,Gracie Barra,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Wellington Dias,Gracie Humaita,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Bibiano Fernandes,Gracie Barra America,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,1,Lucas Gomes,Brasa,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,2,Rafael Barbosa,Brazilian Top Team,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Thiago Alves,Barbosa Jj,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Theodoro Canal,Ugf,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,1,Marcelo Garcia,Alliance,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,2,Edson Dinir,American Top Team,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Christian Uflacker,Gracie Barra,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Adriano Silva,Barbosa Jj,2007,Pan Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Romulo Barral,Gracie Barra,2007,Pan Jiu-Jitsu IBJJF Championship
