Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Gabriel Morais,Monteiro,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,2,Geremias Maia,Gracie Barra,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Rooster,3,Felipe Costa,Brasa,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,1,Bernardo Pitel,Fernando Boi,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,2,Wilson Reis,Brazilian Top Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,3,Leandro Lopes,Brazilian Top Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light Feather,3,Rodrigo Aleixo,Gracie Humaita,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,1,Bruno Frazato,Brazilian Top Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,2,Cicero Costa,Barbosa Jj,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,3,Augusto Mendes,Kioto,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Feather,3,Alexandre Pimentel,Pedro Gama Filho,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,1,Carlos Eduardo Vieira,Cia Paulista,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,2,Celso Vinicius,Gracie Barra,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,3,Teodoro Canal,Ugf,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Light,3,Rafael La Porta,Ugf,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,1,Andre Galvao,Tt Jiu-Jitsu,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,2,Felipe Perez Simao,Gracie Barra Bh,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,3,Adriano Pires,Liberi/Gracie Barra,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Middle,3,Delson Heleno,Gracie Barra,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,1,Rodrigo Pinheiro,Gracie Humaita,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,2,Fernando Paradeda,Brazilian Top Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,3,Raphael Abi-Rihan,Carlson Gracie Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Medium Heavy,3,Jose Roberto,Tata Team,2005,Campeonato Brasileiro de Jiu-Jitsu
Adult,Black,Male,Heavy,1,Fernando Marques,Fernando Boi,2005,Campeonato Brasileiro de Jiu-Jitsu
