Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Rooster,1,Omar Salum,Gracie Humaitá,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,2,Marcelo Pereira,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Joao Marcio,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Rooster,3,Pablo Ian,Segio Souza,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,1,Robson Moura,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,2,Marcos da Matta,Brazilian Top Team,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Bruno Ximenes,Carlson Gracie,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light Feather,3,Leonardo Xavier,Gracie Humaita,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,1,BJ Penn,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,2,Edson Diniz,Infight,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Fredson Alves,Gracie Humaita,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Feather,3,Marcos Barbosa,Godoi/Macaco,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,1,Vitor Ribeiro,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,2,Marcio Feitosa,Gracie Barra,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Leonardo Santos,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Light,3,Leonardo Vieira,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,1,Fernando Terere,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,2,Antonio Schembri,Gracie Barra,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Pedro Duarte,Brazilian Top Team,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Middle,3,Fernando Marques,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Roberto Magalhes,Gracie Barra,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Fernando Pontes,Godoi/Macaco,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Eduardo Conceicao,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Flavio Almeida,Gracie Barra,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Heavy,1,Fabio Gurgel,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Heavy,2,Ricardo Arona,Brazilian Top Team,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Heavy,3,Rodrigo Medeiros,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Heavy,3,Roberto Godoi,Godoi/Macaco,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Super Heavy,1,Saulo Ribeiro,Gracie Humaita,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Super Heavy,2,Daniel Simoes,Gracie Barra,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Super Heavy,3,Gabriel Napao,Big Brothers,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Super Heavy,3,Renato Ferro,Brazilian Top Team,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Leonardo Leite,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Ultra Heavy,2,Andre Fernandes,Nova Uniao,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Jose Mario Mc Coord,Alliance Sul,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Ultra Heavy,3,Andre Mendes,Brazilian Top Team,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Open Class,1,Rodrigo Madeiros,Alliance,2000,World Jiu-Jitsu IBJJF Championship
Adult,Black,Male,Open Class,2,Fernando Pontes,Godoi/Macaco,2000,World Jiu-Jitsu IBJJF Championship
