Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Light Feather,1,BRUNO MALFACINE,Alliance,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light Feather,2,LEANDRO ESCOBAR,Soul Fighters,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light Feather,3,FABBIO PASSOS ALENCAR,Alliance,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,1,RAONI BARCELOS,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,2,GABRIEL WILLCOX,Brazilian Fight,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,3,MAXMILIANO CAMPOS,Check Mat Bjj,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Feather,3,MARCIO RODRIGUES DE,GF TEAM,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,1,MICHAEL LANGHI,Alliance,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,2,HELDER MEDEIROS,Check Mat Bjj,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,3,TAEDES MENDONCA JR,Mestre Wilson,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Light,3,FABRICIO MEDEIROS,Check Mat Bjj,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,1,TIAGO ALVES,Barbosa JJ,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,2,MURILO SANTANA,BARBOSA JJ SP,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,3,RAFAEL BARBOSA,Soul Fighters,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Middle,3,VICTOR INACIO NETO,Barbosa JJ,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,1,FELIPE SILVA,Gracie Humaita,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,2,VICTOR BONFIM,EVOLVE GORDO JIU-JITSU,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,3,FABIANO JUNIOR LEITE DE,Alliance,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Medium Heavy,3,EDUARDO TELLES,Brasa,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,1,BERNARDO AUGUSTO,Alliance,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,2,MAURO CELSO SANTIAGO,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,3,DIEGO ROUXINOL VILAR,Check Mat Bjj,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Heavy,3,VALDIR ARAUJO JR,Osvaldo Alves,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Super Heavy,1,FABRICIO DO COUTO DE,Mestre Wilson,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,1,IGOR SILVA,Brasa,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,2,EDER LIMA,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Ultra Heavy,3,VINICIUS DE BARROS,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,1,MURILO SANTANA,BARBOSA JJ SP,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,2,NILSON RICARDO,Nova Uniao,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,3,TIAGO ALVES,Barbosa JJ,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Black,Male,Open Class,3,KLEBER PAULINO,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light Feather,1,ELIZANGELA MEIRELES,Gaviao,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light Feather,2,BRUNA ANDRE DO,Top Brothers,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Feather,1,HELLEN BASTOS TEIXEIRA,GF TEAM,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Feather,2,MARINA SOARES RIBEIRO,Check Mat Bjj,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light,1,BEATRIZ DE OLIVEIRA,Gracie Humaita,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Light,2,PATRICIA DE OLIVEIRA LAGE,Barbosa JJ,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Middle,1,ROSALIND FERREIRA,Gaviao,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Middle,2,TATIANA CORDEIRO,Brazilian Fight,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Medium Heavy,1,TALITA ANDREA NOGUEIRA,Ryan Gracie,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Medium Heavy,2,FERNANDA MAZZELLI,Agnaldo Goes,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Heavy,1,LUCIANA DE SOUZA PINTO,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Open Class,1,TALITA ANDREA NOGUEIRA,Ryan Gracie,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Open Class,2,TATIANA CORDEIRO,Brazilian Fight,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Open Class,3,ROSALIND FERREIRA,Gaviao,2009,Brazilian National Jiu-Jitsu No-Gi Championship
Adult,Brown Black,Female,Open Class,3,LUCIANA DE SOUZA PINTO,Gracie Barra,2009,Brazilian National Jiu-Jitsu No-Gi Championship
