Age,Belt,Gender,Weight Class,Placing,Competitor Name,Academy Name,Year,Tournament
Adult,Black,Male,Light Feather,1,Caio Terra,Gracie Fighter,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,2,Henrique Rezende Costa e,marcelo garcia academy,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Brandon Mullins,Gracie Barra,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light Feather,3,Jason Scully,Brazilian JJ United Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,1,Andre Carvalho Monteiro,BJJ Revolution Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,2,Jin Yung,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Feather,3,Flavio Ralf Meier,Caio Terra San Jose,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,1,Lucas Alves Lepri,Alliance NY,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,2,Bruno Silva Amaral,Brazilian Top Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Renato Einaudi,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Light,3,Daniel J Covel,marcelo garcia academy,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,1,Davi Ramos Pinheiro da Silva,Atos JJ,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,2,Pedro Henrique R Elias,Caique JJ,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Middle,3,Warren Jefferson Stout,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,1,Kayron Gracie,Gracie Barra,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,2,Luciano Cristovam Rodrigues,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Diego Gamonal Nogueira,Brazilian Top Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Medium Heavy,3,Leonardo Henrique D'avila,Luiz Paulo JJ,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,1,Alexandre Henrique m Moreira,Team Link,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,2,Daniel Ray O'Brien,Solis Martial Arts,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Frederico Moncaio,The Avengers,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Heavy,3,Joao G Moncaio,The Avengers,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,1,Francisco Daniel Pires Tavares,SAS Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,2,Leonardo Machado,Brazilian Top Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Super Heavy,3,Marco Aurelio de Lima,Team De Lima,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Ultra Heavy,1,Petrus Walter Moreira de Melo,Wild Buffalo Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,1,Davi Ramos,Atos,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,2,Kayron Gracie,Gracie Barra,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Lucioano Cristovam,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Black,Male,Open Class,3,Daniel Tavares,SAS Team,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Light Feather,1,Marcela S. de Oliveira Macedo,The Avengers,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,1,Jennifer A Petrina,Alliance,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,2,Abby Brooke Malone,Nova Uniao,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Feather,3,Donna Picerno,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Middle,1,Emily R Kwok,Alliance,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Heavy,1,Cecilia Maria Minshall,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,1,Emily Kwok,Alliance,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,2,Cecilia Minshall,Renzo Gracie,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,3,Marcela Macedo,The Avengers,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
Adult,Brown Black,Female,Open Class,3,Abby Brooke Malone,Nova Uniao,2011,Pan Jiu-Jitsu No-Gi IBJJF Championship
